CentralIllinois;ILPE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
team;auto Boulders Low;auto Boulders High;teleop Boulders Low;teleop Boulders High;subtracted tower strength;teleop Tower Captured;teleop Defenses Breached;low bar crossings;portcullis crossings;cheval de frise crossings;moat crossings;ramparts crossings;drawbridge crossings;sally port crossings;rock wall crossings;rough terrain crossings;A crossings;B crossings;C crossings;D crossings;foul Count;fouls drawn;tech Foul Count;tech fouls drawn;auto Points;auto Reach Points;auto Crossing Points;auto Boulder Points;teleop Points including challenge/scale;teleop Crossing Points;teleop Boulder Points;teleop Challenge Points;teleop Scale Points;challenge or scale count;foul Points;total Points;cross defense count;eOPR1;eOPR2;;;;;;;;;;;;
1756;0.05;0.01;0.24;2.50;2.82;0.20;0.32;0.58;1.14;0.62;0.64;0.67;;0.56;0.62;0.66;0.61;0.71;0.14;0.72;-0.03;-0.44;-0.02;-0.03;11.76;-0.29;11.70;0.34;23.40;7.96;12.98;4.29;-1.83;0.74;-2.32;32.84;2.76;48.55;44.12;;;;;;;;;;;;
1781;-0.04;0.15;0.46;0.77;1.47;0.10;0.19;0.61;-1.29;0.66;0.40;0.53;;0.03;0.93;0.08;0.70;0.62;0.00;0.65;0.54;-0.21;-0.13;0.13;4.04;1.16;1.60;1.28;17.01;12.10;4.76;1.63;-1.47;0.23;-0.40;20.65;2.58;31.68;26.98;;;;;;;;;;;;
2022;-0.03;0.02;0.37;0.25;0.29;-0.09;0.17;0.58;-0.16;0.95;0.64;0.90;;0.49;-0.11;0.83;0.50;0.66;0.30;0.32;0.79;0.80;0.32;0.01;1.99;-0.05;2.02;0.03;16.67;10.77;1.97;3.02;0.91;0.67;4.02;22.67;2.36;29.46;23.87;;;;;;;;;;;;
2039;-0.01;-0.05;0.98;-0.15;0.71;-0.08;0.21;0.61;0.63;0.83;0.22;-0.08;;0.15;0.68;0.49;0.82;0.12;0.15;0.66;0.21;0.03;0.06;-0.05;-0.62;0.33;-0.36;-0.60;13.18;11.98;1.22;1.15;-1.17;0.15;-0.08;12.49;2.36;20.60;14.61;;;;;;;;;;;;
2040;0.00;-0.06;-0.30;0.38;-0.14;0.01;0.28;0.67;-0.32;0.34;0.70;0.73;;0.06;0.62;0.40;0.56;0.70;0.08;0.74;0.46;0.09;0.15;0.02;10.73;-0.54;11.89;-0.62;11.87;7.84;1.27;3.20;-0.44;0.61;0.58;23.19;2.76;29.64;29.15;;;;;;;;;;;;
2081;0.06;0.08;0.74;0.24;1.24;0.13;0.23;0.76;0.76;0.53;0.81;0.71;;1.19;0.78;0.46;0.45;0.86;0.63;0.70;0.39;-0.10;-0.13;0.05;8.77;-0.16;7.86;1.06;30.80;13.09;2.67;3.35;11.68;1.45;-0.29;39.28;3.40;51.67;47.18;;;;;;;;;;;;
2169;0.07;0.02;0.05;1.75;1.95;-0.10;0.49;0.44;1.97;0.81;0.83;0.74;;0.23;1.01;0.12;0.87;0.81;0.19;0.79;-0.02;-0.23;-0.07;0.08;8.19;-0.53;8.22;0.50;22.90;11.36;8.83;1.48;1.23;0.38;-0.76;30.33;3.09;44.18;37.62;;;;;;;;;;;;
2220;-0.01;0.09;0.19;1.01;1.32;0.03;-0.05;0.57;0.73;0.36;0.76;0.43;;-0.29;0.64;0.45;0.16;0.59;-0.20;0.58;0.29;0.31;-0.04;-0.03;9.25;0.21;8.17;0.87;11.50;4.39;5.41;0.44;1.26;0.17;1.44;22.19;1.69;30.55;21.94;;;;;;;;;;;;
2358;-0.02;0.31;0.15;1.12;1.31;-0.02;0.00;0.69;-0.85;0.41;0.03;0.25;;-0.11;0.87;0.18;0.42;0.35;-0.03;0.66;-0.34;-0.19;0.24;-0.03;11.49;0.06;8.48;2.95;12.34;6.24;5.89;0.59;-0.37;0.09;-1.06;22.77;2.10;32.11;22.28;;;;;;;;;;;;
2481;0.05;0.59;0.63;3.72;4.85;0.38;0.54;0.49;-0.39;0.57;0.98;0.65;;0.07;0.56;0.51;1.02;0.69;0.15;0.76;-0.37;0.18;0.15;-0.05;15.75;0.06;9.54;6.15;37.40;10.74;19.89;3.68;3.09;0.94;0.68;53.82;3.10;76.73;74.05;;;;;;;;;;;;
2704;-0.01;0.04;-0.34;-0.39;-0.70;-0.01;0.04;0.63;-0.20;0.84;0.60;-0.24;;0.41;0.14;0.99;0.47;0.22;0.24;0.33;0.06;0.15;0.00;0.19;-3.00;1.77;-5.12;0.35;8.10;12.01;-2.60;-0.66;-0.65;-0.18;1.74;6.84;1.89;9.38;7.31;;;;;;;;;;;;
2709;-0.02;-0.02;0.10;-0.56;-0.46;-0.06;-0.28;0.31;-1.06;0.31;0.28;0.55;;0.51;0.21;-0.96;-0.03;0.41;0.52;0.05;1.21;0.40;-0.04;0.18;0.23;0.18;0.35;-0.31;1.56;6.11;-2.60;0.19;-2.13;-0.11;2.91;4.70;1.26;6.39;-2.35;;;;;;;;;;;;
3352;-0.03;-0.17;1.42;0.29;1.51;0.06;0.33;0.79;1.96;0.31;0.44;0.72;;0.66;0.54;0.78;0.16;0.53;0.87;0.54;0.03;-0.05;0.00;0.00;-2.22;0.08;-0.46;-1.84;25.11;14.68;4.27;7.31;-1.15;1.39;-0.25;22.63;2.89;34.57;30.80;;;;;;;;;;;;
3528;-0.05;0.21;4.94;-0.30;4.77;0.14;0.49;0.74;2.16;1.04;1.02;0.80;;-0.38;0.73;1.29;0.86;0.84;-0.32;0.81;-0.15;0.88;0.04;-0.04;10.66;-0.06;8.84;1.88;24.35;10.22;8.38;4.07;1.67;0.93;4.24;39.24;2.93;61.47;52.41;;;;;;;;;;;;
4021;-0.04;-0.07;1.83;-0.18;1.48;-0.01;0.55;0.71;1.17;0.93;0.78;0.80;;0.61;0.43;0.91;1.04;0.71;0.61;0.53;0.04;0.34;0.06;0.00;6.77;0.45;7.24;-0.92;25.12;14.39;2.77;6.38;1.58;1.38;1.70;33.59;3.60;47.23;44.50;;;;;;;;;;;;
4096;-0.04;0.10;-0.17;-0.50;-0.62;-0.08;0.25;0.69;-0.75;1.25;0.74;0.72;;0.35;0.68;0.89;0.64;0.78;0.23;0.60;0.43;-0.30;0.02;0.24;4.67;1.52;2.27;0.87;13.11;13.55;-2.84;4.36;-1.96;0.74;-0.28;17.50;2.94;22.90;20.55;;;;;;;;;;;;
4143;0.05;0.25;0.42;2.06;2.64;0.13;-0.04;0.60;0.65;0.70;0.48;0.74;;0.74;0.64;0.81;0.47;0.62;0.66;0.48;0.18;0.75;0.14;-0.03;11.18;0.34;8.07;2.76;23.95;10.14;11.14;2.35;0.33;0.49;3.61;38.74;2.83;54.09;41.05;;;;;;;;;;;;
4156;-0.02;0.03;0.34;0.19;0.56;-0.04;0.32;0.78;0.21;0.82;0.48;0.95;;0.08;0.97;1.25;0.65;0.66;-0.06;0.86;0.40;-0.36;-0.02;-0.09;8.34;0.40;7.74;0.20;15.71;10.58;1.62;5.03;-1.51;0.90;-2.28;21.77;2.89;30.74;26.98;;;;;;;;;;;;
4212;-0.04;0.02;1.99;-0.41;1.26;-0.08;0.33;0.71;1.41;-0.02;1.02;0.54;;-0.04;0.76;0.52;0.62;0.72;0.16;0.77;0.62;0.32;0.31;0.05;9.14;0.11;8.97;0.06;17.65;10.42;1.93;3.59;1.71;0.83;1.83;28.62;2.98;40.00;33.19;;;;;;;;;;;;
4213;-0.02;0.00;0.62;-0.30;0.36;-0.04;0.21;0.67;0.10;0.53;0.83;0.31;;0.39;0.82;0.71;0.37;0.54;0.31;0.78;0.41;0.44;-0.05;-0.04;9.87;0.01;9.95;-0.08;15.76;8.37;-0.25;4.05;3.59;1.05;1.97;27.60;2.67;35.39;30.64;;;;;;;;;;;;
4296;0.10;-0.11;0.27;0.97;1.27;-0.06;0.25;0.73;1.83;0.14;0.83;0.95;;0.41;0.38;0.35;0.43;0.70;0.29;0.46;0.05;0.07;-0.04;0.24;7.14;-0.28;8.04;-0.62;20.54;9.00;5.38;3.22;2.94;0.84;1.59;29.27;2.60;39.74;32.91;;;;;;;;;;;;
4314;0.07;0.06;-0.04;0.07;0.18;-0.04;0.12;0.57;0.40;0.15;0.23;0.83;;0.66;0.68;1.71;-0.02;0.37;0.62;0.71;0.83;-0.19;-0.02;-0.09;5.22;0.80;3.47;0.94;12.32;9.50;0.25;1.54;1.04;0.38;-1.39;16.15;2.25;22.33;17.49;;;;;;;;;;;;
4645;-0.04;0.16;-0.18;1.24;1.08;0.00;0.16;0.74;0.39;0.15;0.79;0.28;;-0.16;0.48;0.13;0.32;0.50;-0.14;0.54;-0.11;0.35;0.09;0.02;10.66;0.18;9.06;1.43;16.24;5.29;5.82;3.48;1.65;0.81;1.81;28.72;1.96;37.01;32.02;;;;;;;;;;;;
4646;-0.03;-0.06;1.50;0.97;2.48;0.08;0.42;0.73;2.42;0.26;0.68;0.68;;0.11;0.80;1.02;0.32;0.81;0.24;0.78;0.26;0.49;-0.11;0.26;9.35;-0.03;10.16;-0.78;23.49;9.36;7.84;6.75;-0.46;1.32;3.73;36.57;2.89;51.53;47.14;;;;;;;;;;;;
4655;0.03;0.59;-0.85;0.43;0.29;-0.07;0.11;0.30;-0.41;0.94;0.63;0.35;;-0.02;0.43;0.82;0.54;0.73;0.03;0.59;0.01;-0.09;-0.09;0.02;4.04;0.46;-2.46;6.04;14.59;12.15;0.47;3.93;-1.96;0.65;-0.37;18.25;2.18;24.63;18.55;;;;;;;;;;;;
4787;0.10;-0.13;0.58;0.22;0.75;-0.06;-0.02;0.52;1.37;0.31;0.53;0.54;;0.07;0.73;0.30;0.44;0.41;0.01;0.74;-0.04;-0.33;0.03;-0.08;-1.84;1.00;-2.05;-0.79;13.98;11.63;2.28;-1.07;1.14;-0.14;-2.04;10.10;2.12;17.74;8.24;;;;;;;;;;;;
5442;-0.03;0.11;-0.36;2.44;2.21;0.02;0.05;0.71;0.94;0.16;0.43;0.43;;-0.24;0.91;0.02;0.24;0.64;-0.12;0.80;0.40;-0.01;-0.05;0.01;6.12;1.13;4.03;0.95;22.02;9.32;11.48;3.01;-1.79;0.48;0.03;28.17;2.27;40.76;29.83;;;;;;;;;;;;
5541;-0.05;-0.15;-0.64;0.41;-0.37;-0.05;-0.14;0.59;-0.39;0.28;0.32;0.69;;-0.32;0.21;-0.19;0.25;0.29;-0.14;0.30;-0.20;-0.26;-0.06;0.18;-1.10;1.26;-0.64;-1.72;5.09;6.82;0.75;1.22;-3.71;0.00;-0.40;3.59;1.30;5.68;-0.25;;;;;;;;;;;;
5822;-0.02;0.14;2.95;-0.18;2.96;0.08;0.27;0.57;0.62;1.07;0.61;0.90;;-0.01;0.41;0.61;0.78;0.74;0.04;0.49;-0.11;0.32;-0.07;0.10;8.94;0.36;7.28;1.30;16.38;9.43;5.01;2.10;-0.17;0.41;2.12;27.44;2.61;43.23;34.76;;;;;;;;;;;;
5847;-0.05;-0.05;2.52;0.47;2.74;-0.03;0.56;0.70;0.11;0.49;0.75;0.89;;0.40;0.83;0.84;0.93;0.70;0.38;0.78;0.29;-0.02;0.15;0.19;7.44;0.27;7.92;-0.74;23.60;13.48;7.39;4.22;-1.48;0.75;0.87;31.92;3.49;49.19;42.53;;;;0;;;0;;;0;;0
